revenue,growth_rate,burn_rate,market_score,risk
49136,0.7615106317174722,3539,0.8668687053108414,0
45261,0.08410680611499743,14964,0.22257641757103053,1
28569,0.8918969087767766,26793,0.08134878064189976,0
27962,0.5813054172267823,10580,0.3706421470668909,1
41262,0.9860010638228709,26731,0.35021824670031354,0
24803,0.08350071669866876,7588,0.37798759012225447,1
27790,0.4242220092469763,23361,0.3302525290190985,0
21652,0.011353644767419069,10435,0.5714730252050106,1
31355,0.11881791626807192,14116,0.8227903518766931,1
43918,0.7460448792654233,11188,0.23750647129246993,0
1504,0.37487057952370406,29016,0.08289132169335423,1
18312,0.22359583851945264,17517,0.8021092490267341,1
23700,0.04315991195057611,21559,0.5277011090862999,1
12003,0.07379656473539886,26826,0.6954111231066475,1
45472,0.5230978441701488,18640,0.21680910658649122,0
43356,0.6969250558638148,4330,0.901158010490989,0
25504,0.9152543416691064,2353,0.9504114840765587,1
24959,0.6201325978015367,10337,0.1881211597237613,0
20129,0.22939474570494967,1539,0.07773463696498484,1
21159,0.45324084682883103,24486,0.5360963663441204,1
14216,0.41120672087218624,28084,0.6847311725538793,1
18308,0.1331851252237497,25098,0.822537242923169,1
6713,0.4166390577384792,5804,0.6134151959357899,0
20255,0.8766614859257927,24802,0.04521867010618941,1
2015,0.3764633668780496,28712,0.48037008186635466,1
47318,0.15041689110352818,24833,0.3808908566310215,1
21309,0.8291642207065144,22168,0.8383287047111379,1
19017,0.03682186763599138,9702,0.27340707193070624,1
41943,0.07535906035246231,13763,0.8129010091300776,1
33606,0.7499107494699718,16106,0.5554317056026274,0
24524,0.7261208440718481,5809,0.8496473906774115,0
39765,0.25144243951179845,22164,0.60617463445088,0
38744,0.7569991321722287,27657,0.3581627180328405,0
8239,0.02218474203030163,17633,0.5203077009037933,1
44125,0.8313714900625012,5363,0.8163857352130623,0
9427,0.5609379715353863,25285,0.7918178394696329,1
23928,0.13401522845064073,20758,0.4205357786650751,1
2252,0.6203095513534647,5673,0.8050446675193619,1
16781,0.617263712097292,7881,0.350587558806597,0
7941,0.5548156085422257,28058,0.9041586944937484,1
18715,0.5474463068991116,25032,0.7836530127411431,1
5637,0.6220867002278735,25114,0.6976418714934634,1
38660,0.14707348092903794,23711,0.8420914150187097,1
20963,0.06623597785186586,5164,0.980032575285477,1
15388,0.3474134082254142,7269,0.6334008543167258,0
7254,0.12887972191064923,8350,0.5847661059491537,1
7090,0.13882717264941014,25071,0.18006727234929853,1
43679,0.4116612143575281,19271,0.47396164026287235,1
11161,0.6019353955409602,12314,0.04086861626647886,1
22508,0.34508262782238674,5777,0.17701048427674682,0
40144,0.3559914842719861,28693,0.36426986104807546,0
47892,0.321582764680029,24321,0.7994103989090426,1
11478,0.5116570135472612,13394,0.9208724005318132,1
5432,0.2768776481472037,14568,0.08451700768068193,1
15178,0.18452101935637732,28342,0.5365906459873325,1
1055,0.4845229851910213,29699,0.3689136395697724,1
45247,0.7205160613914648,7809,0.0366832028905979,0
47391,0.13311692858747826,6122,0.8952068376871993,1
20181,0.7496162320085874,2531,0.10717201133977605,0
40650,0.3971638325040825,14503,0.26924323094938096,0
26289,0.5639650920188364,18680,0.21144800699654465,0
48915,0.23321641154980122,4596,0.5935924535540487,1
9258,0.648822840291576,26745,0.08692028808742369,1
27069,0.5868411180208791,8943,0.5865354346607591,0
16913,0.28377590579872447,20123,0.6459172413316012,1
35529,0.24435315546465453,11554,0.9865152487929797,1
28285,0.22533279771252823,2605,0.24595772838450813,0
11589,0.17337359529475482,28446,0.8423140352981816,1
25818,0.018242481428361046,5324,0.9823786169086064,1
39110,0.8966102629740208,9659,0.9694704332753689,0
23350,0.8170720709492799,28504,0.49074877925878446,1
48077,0.668643219924431,6560,0.7184572708365536,0
11954,0.5716126894698998,14746,0.8385825587026248,1
7469,0.9679940665042343,27386,0.19950692733831976,1
46587,0.24240973241508024,3048,0.6106200424416326,0
2828,0.506103956359347,7988,0.5325894325515859,1
21128,0.3692304815098961,27615,0.13441467693897424,1
23422,0.5489219798889773,8041,0.32235384497472297,1
9512,0.13882477344202038,11568,0.7602278598896866,1
28534,0.47157618855015837,27614,0.7942894499664624,0
18988,0.8306194077877291,1235,0.4085182929359169,1
37298,0.9383404568210378,20019,0.3792285849638004,0
6415,0.7215965507512772,29219,0.8418287767582721,1
9007,0.8279408871774919,26828,0.20162732004774453,1
24325,0.8251326766927972,16524,0.8145747202313821,1
41345,0.907866130462516,17984,0.8772005408131083,0
19520,0.6829820634171324,27439,0.4391349085702184,1
29173,0.8996674452921731,8804,0.3013778741641421,1
19574,0.5774862709061257,3192,0.8995745732745685,0
19381,0.06661911239081697,27727,0.6242379959139921,1
2970,0.4315281431364426,28202,0.6277080530714179,1
25519,0.6937176074033384,25051,0.794025189270296,1
26053,0.8938925830509576,1419,0.9976926159238433,1
45028,0.24848913981446574,18334,0.14312798554846962,0
33265,0.49398148713086265,19249,0.34208174871590746,1
24710,0.3788215655569157,7359,0.6039578720725125,0
21103,0.14991742734877378,15382,0.4089551770854932,1
4756,0.7200365365460744,17478,0.598442701205227,1
11147,0.5427244433475962,27410,0.5990293647773265,1
6779,0.18159771680142567,15153,0.3425242571785434,1
45165,0.4008514167636399,1814,0.2879296164757261,1
11457,0.5862298320167972,28581,0.1007946030158865,1
16328,0.01811018382084051,1827,0.5929629052588216,1
40915,0.5651331835892089,14635,0.7900846371240867,0
1126,0.15253904291426135,9795,0.374435369720422,1
21530,0.7364442356247228,12559,0.8404396319804229,1
35560,0.11323804584075525,4476,0.16552051036728976,1
48523,0.12466268120326685,20256,0.33214641265493894,1
38430,0.22739562087711263,3708,0.37930569838554884,1
40224,0.004632023004602859,14224,0.11426730005568775,1
35393,0.9198556164127605,9577,0.4657001223188132,0
9666,0.7375012481097484,4600,0.5870682241365672,0
14490,0.2482264427571519,13312,0.49836777273947974,0
23359,0.3114731711327574,5380,0.5805883502780435,1
11395,0.21268078434122628,28696,0.17803596686975143,1
47163,0.45898898801701304,5243,0.41462412372702373,0
10916,0.1844628714188561,21806,0.5953850173200438,1
42949,0.7499604703991778,25442,0.7997820220742694,0
28965,0.20513964048200717,27908,0.6249759870510523,0
8311,0.5648411332626164,19449,0.29404467922097155,1
39258,0.4532888347480276,29865,0.5344558912572469,0
12485,0.5596403313082179,22310,0.10298147933131552,1
13342,0.9461154621336327,14087,0.27230185472029944,1
11093,0.5265784666592938,29640,0.02538635566034486,1
41411,0.8397888594565706,20846,0.6589239419101514,0
46368,0.22197216193294944,15295,0.1961130996934528,0
9519,0.10410858198457384,20694,0.5694435177635003,1
40986,0.6527461078518747,4054,0.7208130963105066,0
8970,0.24317219099945409,10503,0.8556964681062857,1
19922,0.9626493185548747,23003,0.6680851365706462,1
22389,0.29314773026101326,18327,0.08692501495034932,1
17032,0.20788625514602732,21626,0.1227768896627085,1
42874,0.5830415609696922,21561,0.8926717110769748,1
23419,0.3358658571498351,16358,0.3796924081672669,0
15596,0.3451921448812756,2279,0.5520471808519802,0
8083,0.2195105250809587,29153,0.7636057941597608,1
30975,0.11423792592039683,16517,0.48743119824951364,1
25557,0.4710654526938144,5831,0.42521350446923345,0
3573,0.7416869442286655,5033,0.6334782198261473,1
24752,0.13935607407282413,19925,0.9844021807035521,1
42401,0.9005723012363857,28233,0.27230732651936895,0
17458,0.8225838759116739,27751,0.11775108289014113,1
39243,0.49809075351100573,27657,0.5541780025157934,1
13875,0.2064212717606032,9041,0.140018538660449,0
16646,0.8738900775625152,5263,0.25073066056159776,1
48924,0.1753712786234496,27284,0.8381069631782958,1
36796,0.38313852824949746,20065,0.42203605955068735,0
39709,0.7380336164263704,20250,0.09033696057760787,0
22874,0.24534910968132095,25724,0.8370789907030294,1
25063,0.915513677291914,25762,0.297121715623175,1
29769,0.3966493730520543,3711,0.936829739324758,1
22792,0.2699112223921949,9942,0.2622640442998251,0
16850,0.8464078493145573,25058,0.5968428489168892,1
1481,0.6233325509049907,8617,0.1065982531337718,1
16048,0.3515401611342188,23144,0.49549131620619846,1
10130,0.5982860582681546,13312,0.2464020332391068,1
46186,0.07776534407895708,21587,0.6946964708544268,1
20933,0.005253818558384915,24051,0.3609738969400268,1
5090,0.9620987857641177,22520,0.9502373538208024,1
29470,0.5213006674135694,21491,0.5419009473783581,1
6895,0.6389493853342618,12344,0.6587833667107174,1
3421,0.6372315797894869,6319,0.24966800885918594,1
12918,0.6931752114569247,26064,0.9440593396866133,1
28935,0.7055751725156885,5806,0.9993534995658349,0
20541,0.9154882975880418,13045,0.12052257878646444,1
12122,0.9243961953765304,18905,0.4217626597305125,1
35268,0.47421421665746377,22469,0.054882614646474925,0
18850,0.8289154741506773,22776,0.6501673504432282,1
36435,0.12056688577727881,14409,0.8849983565232811,1
30866,0.33987496376806614,21662,0.40448544968185074,0
29535,0.5394912923753372,22852,0.6616551750805415,1
49288,0.8859777482361871,14737,0.8766653778624495,0
45481,0.02440078155653802,20625,0.9903413133417771,1
38114,0.8747016726841994,28788,0.38396388991972574,0
14919,0.7987832357736654,8206,0.009485433628498074,0
9436,0.47978132685650476,1271,0.8736771141863388,1
38129,0.09169933511143014,25574,0.4213570022770702,1
13676,0.7322718071846451,21144,0.11047411313139466,1
34933,0.2970028764548822,3033,0.2963081204559901,0
41600,0.2772656456967736,25557,0.04510067722032318,0
24895,0.12443755729685635,11426,0.9499611839502253,1
46028,0.08941100231225951,5805,0.9823305150800816,1
41970,0.9037239671752705,15561,0.16703394609207523,0
15899,0.06498640948289403,25211,0.8378257352832454,1
39197,0.6077367948788591,4564,0.12033876203499594,0
41042,0.17652803200550826,19649,0.036731937426613626,1
44513,0.7795844735667533,21229,0.8007696871298751,0
9245,0.9691026301408113,20120,0.5182603666763922,1
19297,0.5250315008602682,11106,0.39624201890265875,1
27685,0.9963357758067243,25578,0.8158331249906178,0
8287,0.7478716040922285,28736,0.5929399348417032,1
35701,0.8601268164179238,18674,0.8774608626303804,0
24874,0.27295937485631494,18602,0.9556514982297534,1
30192,0.329051365369871,10752,0.5508573706091393,0
26559,0.2526490939608851,5133,0.2597537837603262,1
47681,0.5326025194007621,9228,0.22018320194981134,1
21420,0.9914753351450482,6233,0.4951465270139743,0
3396,0.90651371944458,2591,0.6621120101065646,0
27572,0.2670282701694213,26861,0.5212603121804149,1
3139,0.8505817290942419,19088,0.3340088787452379,1
33088,0.9300903505097387,21670,0.6989907380395877,0
23534,0.8816371327703502,17940,0.871843527745232,0
48638,0.005145170754714767,3719,0.3351188542591419,1
37509,0.9087013092693679,27705,0.8179670241190622,0
49845,0.7566358037849347,27123,0.00638587171683358,0
22727,0.08409822446798465,10882,0.9811861780274235,1
35832,0.11584385678025766,8009,0.6340057030996114,1
32575,0.8186794204998418,2007,0.10698063882695841,0
48517,0.01842771873821747,22736,0.9629920038589946,1
2435,0.6326218931339481,26821,0.7536988340505192,1
17661,0.9372284872364511,19271,0.7708541085409898,1
8491,0.30096356694681625,18424,0.7709842925321355,1
9073,0.4735738884350885,25597,0.6209155177674771,1
3353,0.990148372750647,18070,0.9688778552856915,1
12939,0.6475736434019076,22427,0.7582631959290226,1
22510,0.06562614457401295,12296,0.32361021914954125,1
48182,0.8187856433570937,28082,0.6832953766065052,0
45569,0.15893828327675652,14025,0.9971245001577111,1
15288,0.10219361969371898,17422,0.5270240962118621,1
36612,0.6936822257814886,24411,0.8399471646724719,0
47766,0.6804993020747131,4093,0.13133512640937806,0
45413,0.15105789178090023,1988,0.9436159201675989,1
17335,0.8573600920924986,21563,0.3975943979627943,1
33196,0.9839776479598282,8424,0.32074274043812745,0
20982,0.7458370120309643,16522,0.03113408288451136,1
49651,0.5627502863433826,24019,0.47320990669155716,1
40341,0.2037012492762742,4676,0.7765968527917417,1
47765,0.5303543937282561,7342,0.6262203216314154,0
42652,0.9118360349599111,21857,0.616650314520738,0
1526,0.4815223515125501,27829,0.598327265122427,1
29541,0.6855652872289714,2763,0.5584126725831979,0
6109,0.3259254639520749,3433,0.7975591006371882,0
21172,0.14958064266756577,29436,0.07244688779455888,1
31015,0.3955450838799687,29142,0.6000205481193037,0
22804,0.7570592676112233,19427,0.7798509888933498,0
33981,0.7491616391012831,10768,0.24204501586252747,0
39559,0.01836763694054,14621,0.6181557343181191,1
49787,0.34601656764483957,10127,0.00977084741918366,0
7368,0.08786649914483335,13236,0.08250853444042128,1
24116,0.07857849715502074,18301,0.32209470221933534,1
16525,0.5675408482615582,19093,0.6931939408226809,1
4041,0.041183495279271676,26003,0.10456784033440025,1
7090,0.12421996672805935,18018,0.03158614482564204,1
40685,0.616604581862474,27846,0.5412963353010705,0
26291,0.8709691237460856,27289,0.6253046602139478,1
26683,0.33945019254280606,25826,0.4843984475740406,1
33975,0.5475923761537362,28961,0.7838325534188619,0
22288,0.16399948098949724,5109,0.08162998203058958,1
16349,0.5932786483101787,12787,0.15954468011318834,1
27745,0.3290174378146622,26325,0.33689579177110685,0
45662,0.4336553339563889,27911,0.498195716453139,0
40825,0.6532630192373301,5644,0.9963339160567419,0
3920,0.49327684678379957,28547,0.19954245092914513,1
29706,0.22056112492232327,17309,0.030652502205806065,0
31027,0.17419333657825364,15036,0.727169069766308,1
1956,0.8462452920190493,16140,0.3459349925469629,1
26963,0.7677238880667803,1955,0.04010919141248248,1
5703,0.5880583780900792,26849,0.7252576604151365,1
23015,0.6061887135611715,27958,0.9007018640112585,1
46350,0.2768277972350516,18778,0.283854528608645,0
49364,0.4658128070202485,20342,0.23579209395920986,1
27723,0.909032520665641,14910,0.6325405332263061,0
34142,0.413031174647697,13197,0.4922778564480348,0
31523,0.4050207990803215,1013,0.5148173539296902,0
42089,0.09526150795462629,4216,0.3910815366517607,1
27616,0.3990459461371111,26828,0.009030404129550251,0
21939,0.13087366071834983,13588,0.23702785710833618,1
40198,0.23605046334646396,12970,0.4420243737828575,0
6724,0.3370031764312863,14149,0.1457565682447517,1
7276,0.2487142725876299,14994,0.9485833548514337,1
44320,0.16704190790094986,7099,0.3793585899224238,1
36946,0.7364020150656405,7116,0.5335119252996956,0
27928,0.8441704489691971,27155,0.44636864651258557,1
19309,0.20584121003676825,18340,0.03418776593915818,1
1968,0.531169528001032,26619,0.05169683724152696,1
16360,0.1221099140100268,21677,0.1800104374727235,1
38946,0.3161561049767505,10200,0.5846707004425887,1
42235,0.9866301229588469,2239,0.6859677359829841,0
1125,0.951811785423239,24857,0.9730977480703464,1
16398,0.4547398556338591,7638,0.5217300466362131,0
14605,0.1396512547563129,23911,0.13271465381927738,1
13595,0.7046807627366467,11985,0.7328989183413418,0
43324,0.09390071578941839,10991,0.15616384479217393,1
14669,0.8681422543775054,13373,0.25530652472843185,1
39006,0.9446142194740232,23473,0.017515990862062236,0
29625,0.6178472402012138,4719,0.8646088359550367,1
43823,0.7955103716964032,4072,0.21567515239771717,0
48055,0.8268388837118774,10519,0.6512329770414921,0
45633,0.3485736672419705,5033,0.9994137257706666,0
6704,0.8664386675276454,22592,0.8707534503372591,1
28208,0.09048169528705075,20614,0.7384492092513265,1
26923,0.6505116477917158,4173,0.3270331615632387,1
37321,0.7622851347766157,2000,0.3171957167653986,0
18772,0.8178342161750216,2367,0.2968692745602808,1
4726,0.6302087483291442,29665,0.3961726916092554,1
10108,0.3804197042327977,6592,0.5964854749854216,0
32010,0.22726962726315147,12530,0.6034485933813779,1
26537,0.46349404380057235,10218,0.5423636649797383,1
44461,0.9142365159514699,2177,0.10891834184673144,0
22636,0.3988227808969005,12556,0.24606965879799825,0
9234,0.7648832615421283,22829,0.7468757161358227,1
27987,0.9555236959549347,26580,0.8223934188170581,0
5431,0.647474714154603,22627,0.9546600300333075,1
9906,0.3800745089372053,13611,0.9344360268055143,1
38650,0.10142082844921652,7012,0.6173517574129742,1
29211,0.6700960346109417,10884,0.8030258978326634,0
43641,0.3999052068041562,11828,0.4135491015253515,0
35054,0.6811178539649828,16945,0.7997810954240216,0
4654,0.2952782892203101,16600,0.5673122196289035,1
7441,0.9177524891713773,22587,0.4835456467199247,1
35566,0.8157486435042809,22675,0.043412532854819164,0
14673,0.11230434441121917,23668,0.6016118201463312,1
24669,0.5151751703337316,10435,0.22807977194893247,0
17393,0.17477344282737717,6752,0.8398613028667203,1
7295,0.3534213793027181,4225,0.2556449978092723,0
40575,0.8226143185136784,8227,0.6714246695306144,0
24384,0.09553531383466818,17035,0.14970396795695773,1
43422,0.5866084631754741,27160,0.7368737449441821,1
18014,0.5353581018426609,9853,0.023638586046336396,1
34755,0.20618616451842642,27122,0.23194709611597542,0
40420,0.058454614108553904,22400,0.9877855202148873,1
47882,0.5970469168956917,29305,0.4043187681042921,0
32910,0.7245168513986181,23986,0.9912559937021883,0
30371,0.8187070571192328,6699,0.7243388171287412,0
11793,0.9055247923296739,7764,0.0794193689889866,0
46408,0.5957507281889567,17456,0.32337156211552076,0
3472,0.6171557833956468,19188,0.5190597909082704,1
4713,0.6696026161339619,3475,0.23371208191043302,0
35503,0.6508773690471942,28637,0.23082918915401207,0
46113,0.33300191305819793,6249,0.9941393612211675,1
10686,0.46520561228371815,1661,0.5622968158779098,1
43828,0.6349600455910331,4374,0.20093368865905648,0
1207,0.4094778530052039,24197,0.45037093625818514,1
4083,0.3475715242389821,11123,0.9812363743443039,1
11754,0.9271778194794527,1236,0.11982900201764635,1
30301,0.9924835021583752,29519,0.7685998047885084,0
19752,0.8420332943764213,1148,0.09292914437938993,0
27342,0.8646861920335402,18396,0.8260676302525284,1
20169,0.06310903307915017,17163,0.3031283559453286,1
23641,0.34167450189692083,19792,0.08764274676383854,1
19880,0.30552431065802355,6299,0.2797035384714792,1
38174,0.1617642113521096,25981,0.49696348290583026,1
5437,0.5665753621714186,25819,0.2085105143573358,1
32982,0.39717877742921104,28301,0.8174497084911916,0
46033,0.8680566901074503,9325,0.1412780492755058,0
32750,0.3046791390980408,9264,0.3225279778464152,0
21609,0.22361443449631124,8373,0.9756102008599149,1
6656,0.5751633504966249,21643,0.6063709444333756,1
32552,0.6062529377509774,5917,0.8293324051412837,0
49563,0.5025660764634424,19344,0.8252007674155681,1
49519,0.4782340230480723,18347,0.13516628915482276,1
24563,0.96582216115322,12871,0.5942907505617747,1
29179,0.4395116886329101,23331,0.8514486375512653,0
13330,0.6195879548978296,6179,0.3647982191445295,0
14828,0.7807615860684398,7488,0.05816379550547579,1
47332,0.6194977514075877,26032,0.4303371775089212,0
45936,0.14224936868719618,6448,0.7826960407441492,1
29141,0.10104581101064669,25975,0.06229179813006269,1
33003,0.6331896260134641,23055,0.8139702695060188,0
2382,0.22080262978563914,4292,0.6238958362916385,1
13411,0.8480158852494014,25241,0.13071037674019947,1
33371,0.4047984290851998,1767,0.19462251182076507,0
27715,0.4816348465348623,10956,0.3870787603356308,1
5481,0.13380373627948872,7548,0.019192276823056686,1
8758,0.5821482297799723,25022,0.13710970572899905,1
6542,0.6189481930077215,28660,0.012120774643893273,1
25817,0.6292988060107362,17052,0.8015371118829896,1
1163,0.37140856765014074,21976,0.547959488973693,1
5798,0.4993338349786183,23271,0.09808258078424459,1
25345,0.1271997626874496,26121,0.32467592689006,1
29411,0.6517106479109683,8394,0.37588828514576933,0
20877,0.3923937215284745,11636,0.13314500417809694,0
4191,0.31540689574801273,7272,0.8088834616363281,1
4631,0.2546706220460512,24561,0.9303188848378237,1
29671,0.9017619921354235,26364,0.8251321959287038,0
29602,0.45012443241975963,24472,0.6139335847600618,0
26431,0.8824594404560998,15916,0.7374337687214856,0
27724,0.04783082039410547,20655,0.08479201604580322,1
37224,0.07208433599867337,25983,0.10536753395280596,1
12280,0.9565013982994801,23804,0.38759523148276953,1
11142,0.2965355812876552,10866,0.9707499576706702,1
29138,0.4121309302627716,9964,0.6603027197013381,1
6439,0.4242968858848881,29270,0.08217166747642735,1
45251,0.8989008240062354,29295,0.7692231478381336,0
36144,0.3819396396528959,28569,0.010427699397403067,0
7979,0.774633780637788,27792,0.959826518075929,1
21669,0.895814597371882,15089,0.7987141916545746,0
22991,0.11395663471431716,1780,0.5824226582072465,1
48454,0.5207681418342127,28935,0.6564786073315027,0
46838,0.11080796217980704,24953,0.22461561184385193,1
23168,0.3759928899413114,22325,0.4394049896944522,1
28413,0.2737913075141065,15291,0.12150137630091806,0
34453,0.012714889986893518,29564,0.28590678923916013,1
49758,0.8792686599978382,5875,0.9189265336395545,0
35964,0.7550419287462783,28284,0.9783972788005959,0
34069,0.7284906771616132,18030,0.18059459817530088,0
43719,0.17742876946970687,26173,0.7531873359134028,1
44541,0.5395562204955051,17140,0.16481481572943713,0
25858,0.9651297421269965,27062,0.505852692951829,1
21567,0.3423836360335465,11517,0.5422372054918483,0
9706,0.2975484513188206,19450,0.15156937158767358,1
30725,0.8733229158608077,10496,0.761121537043158,0
30806,0.1608481739577462,24737,0.009331619827093296,1
23656,0.74171206151293,17898,0.9918099513493635,0
22727,0.8798164859419387,25417,0.20403563462889884,1
4081,0.7423480505725092,7445,0.615985450260179,1
26498,0.6878841098799151,3159,0.7837917844853972,0
48701,0.8480477911307719,25889,0.03531135494023907,0
27832,0.011031614262465794,14944,0.9580734801193802,1
24928,0.6783788228551418,4983,0.14888805033244468,0
13087,0.5020502134884471,18081,0.36830953050684834,1
10596,0.6433651799117843,19313,0.8861957804650745,1
24705,0.39152569817782934,6588,0.0018798835249106416,0
15537,0.6195893374598407,6891,0.18131927992550523,0
28766,0.8742624706102378,4292,0.6423255259052274,0
24225,0.5614845879595237,28523,0.05280396046852809,1
44543,0.6764679372263622,17977,0.602145644052481,0
29731,0.3221080042291855,4390,0.07705827913433116,0
43092,0.7459252088136745,22817,0.7076809347409158,0
44934,0.8251306676661152,11258,0.44019899795549056,0
